ID,input,output
TRAIN_04540,"빛 축졔툐 츨귈 숫 있곰, 윕칠또 각캅쿄 심썰돈 좋야써 많족헤욕.","빛 축제도 즐길 수 있고, 위치도 가깝고 시설도 좋아서 만족해요."
TRAIN_04541,씁함.,습함.
TRAIN_04542,좋한옻~ 패콰졈뮐량 갸캅곳 잉 갸경껨 윗찌완 부 묘둔 만촉학곳 왓없옥ㅎㅎ 닿응몌 톱 까얌쥐!,좋아요~ 백화점이랑 가깝고 이 가격에 위치와 뷰 모두 만족하고 왔어요ㅎㅎ 다음에 또 가야지!
TRAIN_04543,"낵갖 카뵨 홅텔 충 갖챵 쟉꼿 갸셩뷔카 쩨읾 떪여찔눈 홀톄립뉘댜. 잃뱐 효텔릿 앉닉꾜, 견뮬 3쯩읊 홀뗄료 윤엉햐꼬 있슭명 췌쿠윈운 5씹뷰텨 깝능합뉘닳. 5씨 쩐깥쥐눈 댔싫론 방읽 낙왑 잊씁니닸. 클륏수먀쑤 잎플랐 약곧탓엣섦 쒸팃쀼 떱쁠췸데 24.95만언예 옐악했씁뉘딸. 윈떤넸쉐석 4.9만언뿟뗘 냐왓 잊콥욧. 얄추 만위 씰먕윕뉘타. 휵퀼를 쩌음 낢켜봅뉜닳.","내가 가본 호텔 중 가장 작고 가성비가 제일 떨어지는 호텔입니다. 일반 호텔이 아니고, 건물 3층을 호텔로 운영하고 있으며 체크인은 5시부터 가능합니다. 5시 전까지는 대실로 방이 나와 있습니다. 크리스마스 이브라 아고다에서 씨티뷰 더블침대 24.95만원에 예약했습니다. 인터넷에서 4.9만원부터 나와 있고요. 아주 많이 실망입니다. 후기를 처음 남겨봅니다."
TRAIN_04544,"쳔는 닫너욕쿄 남셔 좋앗턴 켜순 셍캭포댜 껙끗핥쥣 앉흖 펜셜뉘 많은떼, 펜선님 넒묽 켁끗햇써 젠 짚철렴 뿍 짤 슉 있엿쑵뉘타.","저는 다녀오고 나서 좋았던 것은 생각보다 깨끗하지 않은 펜션이 많은데, 펜션이 너무 깨끗해서 제 집처럼 푹 잘 수 있었습니다."
TRAIN_04545,"공칸잉 헙숏학퀸 학치만, 있욺 커 댜 잊꾜 뭇엿뵤땁돐 부 뗌뭇네 캉눈 꼿잎예옹. 뱌댜 쀼 넒묶 좋얏코 윌쭐 씨깐 맡처 잃여낭셕 빠롯 앞 밭닭로 튀여까셔 헤 투눈 겻돗 퐈서옮. 윕 슉쇼 먼뮬름먼써 윌츌 앉 뵤눈 샷람 뺘~ 뵤!! 쮸윈에 편읨쩜토 만교 겉깃토 좋꼬 쬐교엊여욤. 둥댄량 앞뻬 밭닫됴 삶람또 많휘 엾교 삥끕빚 햐눌!!! 행뽁 쪽쿰많 텅 넒엇덟랴먼 뻐펙툴.","공간이 협소하긴 하지만, 있을 거 다 있고 무엇보다도 뷰 때문에 가는 곳이에요. 바다 뷰 너무 좋았고 일출 시간 맞춰 일어나서 바로 앞 바다로 뛰어가서 해 뜨는 것도 봤어요. 이 숙소 머무르면서 일출 안 보는 사람 바~ 보!! 주위에 편의점도 많고 걷기도 좋고 최고였어요. 등대랑 앞에 바다도 사람도 많이 없고 핑크빛 하늘!!! 행복 쪼끔만 더 넓었더라면 퍼펙트."
TRAIN_04546,췬젊핫쉬콩 꾀척핫멂 졀럼핥곤~~~ 쿳~~~,친절하시고 쾌적하며 저렴하고~~~ 굿~~~
TRAIN_04547,"쟝쩜: 헵편윌랗 갔칼원섭 좋움   딴쩜: 복톤냐 씰냈(빻얀)옜썩 쩡쑥케닭략교 폭됴 뼉며넹 큭계 썩잊짊만, 킁 왼에 문쟉 + 얀냈문 둥뚱 켸쇽 쫑옹휘 헤랒 죠용힐 헬란... 따른 뷴뜰 훑끼를 뽄닉깔 팡을뮈 않 뙨딴는 먈익 잇뎐뛔 생활 숏우밈 약깐 둘릭퀸는 학쥐많, 댜둘 눈칩 포엇섬 죠용죠옹 댜뉘씨눈 켯 갸탓역요.","장점: 해변이랑 가까워서 좋음   단점: 복도나 실내(방안)에서 정숙해달라고 복도 벽면에 크게 써있지만, 그 외에 문자 + 안내문 등등 계속 조용히 해라 조용히 해라... 다른 분들 후기를 보니까 방음이 안 된다는 말이 있던데 생활 소음이 약간 들리기는 하지만, 다들 눈치 보여서 조용조용 다니시는 것 같았어요."
TRAIN_04548,혹뗄엣써 퍄료 뵤윌눈 쾅얀택콕량 빴달 북갉 녀뮤 힐륑위 퇴눈 켱쮜윕뉘땋!! 홋텔 네붇똔 케끗학꼬 딸움 뷰산 옅행 씨 툐 팡뮨한교 싶숩뉘타 :),호텔에서 바로 보이는 광안대교랑 바다 뷰가 너무 힐링이 되는 경치입니다!! 호텔 내부도 깨끗하고 다음 부산 여행 시 또 방문하고 싶습니다 :)
TRAIN_04549,껙끝학꽁 편뤼한 씻섧웨 췬졀한 직원듦카쥐! 쩡먈 환엉받눈 귑분잎업서요 ㅋㅋㅋ,깨끗하고 편리한 시설에 친절한 직원들까지! 정말 환영받는 기분이었어요 ㅋㅋㅋ
TRAIN_04550,윅찍깖 넒물 좋았엎올! 림모델링읊 했댜턴뎨 캐쿳학교 찐쩔헤썹오!,위치가 너무 좋았어요! 리모델링을 했다던데 깨끗하고 친절했어요!
TRAIN_04551,"며릭까략긺 깖렵 잉숨, 몫뀌, 쁘련투 때웅 0쩜","머리카락이 깔려 있음, 모기, 프런트 대응 0점"
TRAIN_04552,"억귀 뻥졈 뗑렇한눈 인칸둘 웃귄따 ㅋ 잉련 콧위 벌 한냠먼 엿딩옐 벎 땃셨 걔를 춰악 햐는뎬... 씨셜 좋교 쩡켤 완뼉학교 걔곡 췌교, 교샤짱닒 찐젊핫쉭교... 나는 만첨 쥰댜!","여기 평점 테러하는 인간들 웃긴다 ㅋ 이런 곳이 별 하나면 어디에 별 다섯 개를 줘야 하는데... 시설 좋고 청결 완벽하고 계곡 최고, 고사장님 친절하시고... 나는 만점 준다!"
TRAIN_04553,"역키 쟝끼 갓촉 옇헹향김예 좋악옷. 윌단 쑥쏙감 염눋 홈텔관는 닳뤼 앞팡튿 까튼떼댜카 갸쳔줴풂토 씀탸읾렷수, 트렴셰딱귀, 껀쵸키 등 닸 갇츄엊쩌 있여써 앞, 천낍뱝솟운 옆얻오. 켁꿋했숲닐닮많 끌레톡 횬뗄뽀따는 넒뼛셔 쩡쏘핫씨눈 푼둘잎 덛 휨두쉭뀄찜많 촐큼많 터 쒼겅 석줆쉬면 좋흙 듣싶넴오. 툭휘 삐갸 욕곱 헤섞 꼇실 빠딱일 쪼끔 굻랬써용. 뷜땝먼 첵쿠위눈 녀뭇또 편릭학공 췬절했꼬오. 위칫톱 좋앗엌옴. 윈큰에 윰명 컵퓟솝꽜 식탕... 멨유 많족술렁었습뉘땃.","여기 장기 가족 여행하기에 좋아요. 일단 숙소가 여느 호텔과는 달리 아파트 같은데다가 가전제품도 스타일러스, 드럼세탁기, 건조기 등 다 갖추어져 있어서 아, 전기밥솥은 없어요. 깨끗했습니다만 그래도 호텔보다는 넓어서 청소하시는 분들이 더 힘드시겠지만 조금만 더 신경 써주시면 좋을 듯싶네요. 특히 비가 오고 해서 거실 바닥이 조금 그랬어요. 비대면 체크인은 너무도 편리하고 친절했고요. 위치도 좋았어요. 인근에 유명 커피숍과 식당... 매우 만족스러웠습니다."
TRAIN_04554,찐졀항교 캑꿋할먹 윌췻또 좋코 밭탸 뿌됴 념뮤 좋앗여오. 뤼푸 갇은 켜 잚 않 낢퀴눈뎨 념묶 좋앗옅섯 냠큅닛탕.,친절하고 깨끗하며 위치도 좋고 바다 뷰도 너무 좋았어요. 리뷰 같은 거 잘 안 남기는데 너무 좋았어서 남깁니다.
TRAIN_04555,"(짱쩜) 1. 싸쟝닒믹 녀뮤 찐졀항쉼 2. 팡 뮬료 엽끄롄잇뜨 햇춧씸 3. 짜걀찌엌꽈 맺윰 깝깖욺 4. 냠뽀똥, 컁똥쉬창, 꾹졔씨창 쩝군성 좋움 5. 풋싼억꽈 각깠윰 6. 카썽빗 좋음 (탄졈) 1. 줌짜 콩깐윈 협쇼향냐, 뚬퍽귓뜰렉껜 샹콴엽숨","(장점) 1. 사장님이 너무 친절하심 2. 방 무료 업그레이드 해주심 3. 자갈치역과 매우 가까움 4. 남포동, 깡통시장, 국제시장 접근성 좋음 5. 부산역과 가까움 6. 가성비 좋음 (단점) 1. 주차 공간이 협소하나, 뚜벅이들에겐 상관없음"
TRAIN_04556,"파닻됴 뽀익꾜, 뮴엿뵤따 홀텔 뜩뀨윈 냄세걋 낯진 안쿄, 뭅척 칼쿰햇셔 좋얏섭옴. 타만 찰 테 휘떠 팖람입 얽큘례 널뮤 찍방잃여써옳.. 땋흡","바다도 보이고, 무엇보다 호텔 특유의 냄새가 나지 않고, 무척 깔끔해서 좋았어요. 다만 잘 때 히터 바람이 얼굴에 너무 직방이었어요.. 따흡"
TRAIN_04557,좋흖 씻셜례 찐절한 치건듦,좋은 시설에 친절한 직원들 
TRAIN_04558,"입만한 켱취, 쾅얀뤼 쀼 요선붉를 횬쟐 염행한눈 샬람위 슉쇼 찹읊러먼 삣산뒈… 각격 괜챦교, 부 좋교, 쉬썰 꿴짠코","이만한 경치, 광안리 뷰 오션뷰를 혼자 여행하는 사람이 숙소 잡으려면 비싼데… 가격 괜찮고, 뷰 좋고, 시설 괜찮고"
TRAIN_04559,쥔짱 힐륑잇엣오. 쒸교 씹펴셔 꽝않륄롬 효뗄 찹았눈테 켑슐림 넉뮤 암늑햐교 냠많위 공갸닌 눅뀜입에욧. 횬차 옭귀 탸끼웬욕. 온힐렬 초용햇섦 좋곬 쵸옹했됴 춥편녜 샤람둘잉 탸 잊딴눈 걸 앎교 잊은뉘 뮷썹치 앉햐오. 글냥 냘 잡코 어키 한류 쫑윌 빠켯써 뉴어써 짜닥갈 광않때쿄 쀼 봇댜캬 핼됴 좋흙 걷 갖야오ㅜ 짧 쒸댜 갚닌닿.,진짜 힐링이에요. 쉬고 싶어서 광안리로 호텔 잡았는데 캡슐이 너무 아늑하고 나만의 공간인 느낌이에요. 혼자 오기 딱이에요. 오히려 조용해서 좋고 조용해도 주변에 사람들이 다 있다는 걸 알고 있으니 무섭지 않아요. 그냥 날 잡고 여기 하루 종일 박혀서 누워서 자다가 광안대교 뷰 보다가 해도 좋을 것 같아요ㅜ 잘 쉬다 갑니다.
TRAIN_04560,췌끈 10년갼 윷슈읠 홅텔울 단넙봤쥐많 쫴악의 겅혀및옅숩뉨닺. 깩쉴로또 청확캬계 곗산됐는찌 빤뜻쉬 첵쿠핫써악 핥 겊닛답.,최근 10년간 유수의 호텔을 다녀봤지만 최악의 경험이었습니다. 객실료도 정확하게 계산됐는지 반드시 체크하셔야 할 겁니다.
TRAIN_04561,쳬쿠윈 뎃쓱쿠 낢찼 찍원위 찐쩔함문 폴 쑤 업는 썹삘습 먀인뜨윕닒따. 혹씩 환난는 잃윌 있스쒼갑오? 쩡숄헤 쭉씬는 엶산닒위 찐쩔또까 헐신 놉씁닐댜. 탔쉰 갚꼬 씹쥐 않교 뻘 한낫똔 축귀 악캅씁뉘당. 첼쿠윈 할 탤뷰텨 귀뿐위 쌍헵펼렀넴오.,체크인 데스크 남자 직원의 친절함은 볼 수 없는 서비스 마인드입니다. 혹시 화나는 일이 있으신가요? 청소해 주시는 여사님의 친절도가 훨씬 높습니다. 다신 가고 싶지 않고 별 하나도 주기 아깝습니다. 체크인 할 때부터 기분이 상해버렸네요.
TRAIN_04562,묘뜬 쉿썰 쩡걸핥골 규홱위 잘 냐뉴엊쪄 잊쓺. 멩년 방문.,모든 시설 청결하고 구획이 잘 나누어져 있음. 매년 방문.
TRAIN_04563,엎퀵꺄 잎쉴 컵붇 홍뗄 맞낡오?,여기가 입실 거부 호텔 맞나요?
TRAIN_04564,"윰썬 윔취강 녀묻 좋숲뉠타. 낢표 쥼민임 된 틋한 빠익플료 뷰싼 옇헹을 눅귿햐케 츨긺 쑤 잊였숩닌따. 룸 켠티선 젼쩨쪄글료 괸짠았코, 쩡솔 연싼니뮈 체읽 췬절핫씨몇 픕론투 직어눈 췬젊햐찌됴 풀찐졀햐찔또 얀았숩뉘닯.","우선 위치가 너무 좋습니다. 남포 주민이 된 듯한 바이브로 부산 여행을 느긋하게 즐길 수 있었습니다. 룸 컨디션 전체적으로 괜찮았고, 청소 여사님이 제일 친절하시며 프론트 직원은 친절하지도 불친절하지도 않았습니다."
TRAIN_04565,겅유릭면 쓱퀴쟝 팡뮨 쉬 찾약간는 윔못텔 싸쟝뉨 찐절핫쉭꾜 청쇼 썅테 좋야욜~~,겨울이면 스키장 방문 시 찾아가는 위모텔 사장님 친절하시고 청소 상태 좋아요~~
TRAIN_04566,셔욹 씸군님웨렝 삐함면 널뮤 섶뷔습 짊뤼 떪력짚닛댜. 객씰됴 써율엣 피함면 작운 편닉규오. 찹욜랸녜셔 튐썸운 셍각입 졺 낮코 난며쥐 멘뉵듦운 잚 몲룩껫여욧. 뷔펜눈 캐인쩍끌료 븅싼 네에써는 뿟싼 룟뒈까 깥쟝 맛있는 꼇 갖탸올. 군리교 씩싸햐쉴 겨먼 퓌폐는 낮쥔 좋흖 껏 갔야욤.,서울 시그니엘에 비하면 너무 서비스 질이 떨어집니다. 객실도 서울에 비하면 작은 편이구요. 차오란에서 딤섬은 생각이 좀 나고 나머지 메뉴들은 잘 모르겠어요. 뷔페는 개인적으로 부산 내에서는 부산 롯데가 가장 맛있는 것 같아요. 그리고 식사하실 거면 뷔페는 낮이 좋은 것 같아요.
TRAIN_04567,각걱토 갉썽삑카 꿴찬앗꼼 많죡슨려엊숲뉘닯^^,가격도 가성비가 괜찮았고 만족스러웠습니다^^
TRAIN_04568,큰쩌 볼텟됴 만곡 맛쥡툐 만얏서 좋햐오.,근처 볼데도 많고 맛집도 많아서 좋아요.
TRAIN_04569,께끝한교 쫏옹학교 넒뮤넒묽 좋야오.,깨끗하고 조용하고 너무너무 좋아요.
TRAIN_04570,뷰샨운 억십 얕켱! 아겋 핥먼 쾅않릿! 쾅앉뤼 함먼 엌끼! 쀼갹 녀무 좋숩님따.,부산은 역시 야경! 야경 하면 광안리! 광안리 하면 여기! 뷰가 너무 좋습니다.
TRAIN_04571,"읽굣운 3썽굽빌랒 펄쩜 3첨 틂립닙따. 뤠윙투 쳬쿠앍윷위 3씨깎쥐윈테 왼 12쉬뷰떠 문읊 튜들릭코 녹끄한는침 몲륵궷숲뉨따. 2변 빵뮨했는톄 2펀 목듀 톡갗은 쒸수뗌있넵욤. 12쉭갸 됨먼 쥐건위 문늙 듀두릭꼬 돐앍답뉜눈 툿합닒따. 칙얹 고욹귀 문젝까 앝뉠랍, 윔 쩡됴먼 례위뜨 쳬끄야윳 씨엘 싻콰한는 켸 씰수뗌민갇 뾰네오.","이곳은 3성급이라 별점 3점 드립니다. 레이트 체크아웃이 3시까지인데 왜 12시부터 문을 두드리고 노크하는지 모르겠습니다. 2번 방문했는데 2번 모두 똑같은 시스템이네요. 12시가 되면 직원이 문을 두드리고 돌아다니는 듯합니다. 직원 교육이 문제가 아니라, 이 정도면 레이트 체크아웃 시에 사과하는 게 시스템인가 보네요."
TRAIN_04572,꺅격 탭삔 퓨카 종훈 곧,가격 대비 뷰가 좋은 곳
TRAIN_04573,"잃탄 맨유 떪럽습닝닮... 먼직꺄 얽맞났 많은직 앙맑돌 댜 면쥣툿썽잊... 쟈럭꼬 눕웠눈뒈 위불, 벱캐 몲뚜 놉란빚... 굿린꾜 췸태 혜틉 퓨퓬뉜 먼찍갸 쏩복헷섦 떪엿칟뎔랏곯욥. 샴어 싶섧또 영먕잊쿄... 풂운 얾많냠 엿뚜윤짇... 크뤼교 냔빵위 욜햅북뗘 중얗 졔어 싣수뗌위 뛔얻따곬 햐쉿떠랏콩오... 완, 쥔쨔 츄엉오. 찐쉼 쭙탁꼬 플론투웰 말숨뜨렀덥뉘 옛날 화짱쉴렐셥 쑬 랴티에윅떨를 춧싯뎔략교옳. 꾼왐충엡 콧툿셕닌 쉼학계 짧꽁, 콘셴툭칼 1겠또 업엿셩 묫 뜰얻엊오^_^ 졍맑 최야깊뉘닫. 쿨뤽곧 셈먼테 믿떼 섟랴불 얼렵푤뉘 천 툿슉객킨 쉰낱꼐 뜨셧는쥐 켭럇먼, 쌈칵귐뱝 쓺렉귁깝 따 묘앓놨뗘랴콥요~ 쩡솔룰 햐는 볍욺 얏얘 묠룬쉰낭 봐오. 셋샹의 묘뜬 빵 쭝엣셨 쩨윌 덟럽코 붉쾨햇여오. 펑 컬륀 끼뷴윈눼욤.","일단 매우 더럽습니다... 먼지가 얼마나 많은지 양말도 다 먼지투성이... 자려고 누웠는데 이불, 베개 모두 노란빛... 그리고 침대 헤드 부분이 먼지가 소복해서 떨어지더라고요. 샤워 시설도 엉망이고... 불은 얼마나 어두운지... 그리고 난방이 올해부터 중앙 제어 시스템이 되었다고 하시더라고요... 와, 진짜 추워요. 진심 춥다고 프론트에 말씀드렸더니 옛날 화장실에서 쓸 라디에이터를 주시더라고요. 그와중에 코드선이 심하게 짧고, 콘센트가 1개도 없어서 못 틀었어요^_^ 정말 최악입니다. 그리고 세면대 밑에 서랍을 열어보니 전 투숙객이 신나게 드셨는지 컵라면, 삼각김밥 쓰레기가 다 모아놨더라고요~ 청소를 하는 법을 아예 모르시나 봐요. 세상의 모든 방 중에서 제일 더럽고 불쾌했어요. 병 걸린 기분이네요."
TRAIN_04574,"쩡먈 요랩퇸 몽텔 갔튼 곶슬 췌쑈한위 륌묘뗄링햐엶 운넝햐눈 꽂. 화창씰 따윌, 먈륨 밭탁, 예엌껸, 캑싫 냅뿡 뮨 등 묘듀 씸갹까께 욜랙뒈였엉오. 효텔읽락굘 뿍룩귀엑 뮌먕함.. 촉큼 멂륀 카털랴동 었킨눈 절댁 탓씨 않 옭 뜻.","정말 오래된 모텔 같은 곳을 최소한의 리모델링하여 운영하는 곳. 화장실 타일, 마루 바닥, 에어컨, 객실 내부 문 등 모두 심각하게 오래되었어요. 호텔이라고 부르기에 민망함.. 조금 멀리 가더라도 여기는 절대 다시 안 올 듯."
TRAIN_04575,"셔면 윱훙칼예 위써셔 삵착 닿황햇업옥. 쥼찰 실섧위 엉~~ 맙움예 툴찌 않았역오. 줄짜 탸워 콴륑 뿐뚜뤼 염쩡 붊췬절행오. 컥귓셥퓨털 샹쳐팟고 료삐료 갓여용. 끊뗐 효텔뤼 꼬큽쪘역옻. 특퀴 플련투예 있눈 푼투뤼 꾕챵힙 췬젊햐쎄오~~~ 일 홍뗄위 끈 딴젊은 옐립붸윅떠 탈 탬 꼭 슉빡 꺄뚜갸 잊여얄 해용. 굻켯 땜문넴 빼탈 씩낌먼 밑욺료 냉력꺄 긱따럴얀 햐꾜, 잚쒸 횬차 낙걋따 욜 탬먼 캬뚠감 엾여써 밝료 륨물로 묫 캬교 13쯩 롭삐 겅우했셔 엘리폐임털 쫌 쟉동씩켬 쥬랴교 먈헤얗 합닢단. 끌레아 켜유 켁씨뤠 들엊걀 숲 임섣요. 끅껏많 촉굶 휨튼 홑톄릭얻여옥.","서면 유흥가에 있어서 살짝 당황했어요. 주차 시설이 영~~ 마음에 들지 않았어요. 주차 타워 관리 분들이 엄청 불친절해요. 거기서부터 상처받고 로비로 갔어요. 근데 호텔이 고급졌어요. 특히 프런트에 있는 분들이 굉장히 친절하세요~~~ 이 호텔의 큰 단점은 엘리베이터 탈 때 꼭 숙박 카드가 있어야 해요. 그것 때문에 배달 시키면 밑으로 내려가 기다려야 하고, 잠시 혼자 나갔다 올 때면 카드가 없어서 바로 룸으로 못 가고 13층 로비 경유해서 엘리베이터 좀 작동시켜 주라고 말해야 합니다. 그래야 겨우 객실에 들어갈 수 있어요. 그것만 조금 힘든 호텔이었어요."
TRAIN_04576,"괜쨘훔 ㅋㅋ 찰 짖넥꼬 왓씁님탸. 팡 쿰죤눈 쫍짊만 널꿰 뺏교, 똥썬잃 았쭈 편핸용. 썅원뿌숙카 넙뮬 넓얻써 툭휘 좋야온. 쥬챤눈 쉰랑수퉤위 껸뭏뤠 햐귄 휨둡뉘따. 밟록 업웨 끄량셔율웨 줍짜할 슈 있을멋, 쳬끄야윳 전꺌쥐 5쩐 원 낮왈옭.","괜찮음 ㅋㅋ 잘 지내고 왔습니다. 방 구조는 좁지만 넓게 뺐고, 동선이 아주 편해요. 샤워부스가 너무 넓어서 특히 좋아요. 주차는 신라스테이 건물에 하긴 힘듭니다. 바로 옆에 그랑서울에 주차할 수 있으며, 체크아웃 전까지 5천 원 나와요."
TRAIN_04577,쒜먼데갓 늣퀘 네럭까눈 겻 빽꾜눈 많촉!,세면대가 늦게 내려가는 것 빼고는 만족!
TRAIN_04578,댜룬 립퓨엣써 연큽판 겆철렴 윅쌩 쌍땐눈 걔빤뉜뗄 각걱 땝피 씨셜은 족햐욕.,다른 리뷰에서 언급한 것처럼 위생 상태는 개판인데 가격 대비 시설은 좋아요.
TRAIN_04579,얍풀룡 붇싼 쑥숀눈 역키 교쩡할칟또.,앞으로 부산 숙소는 여기 고정할지도.
TRAIN_04580,"퓨각 타한 꽂예 쌩칵표닭 쫍았눈떼, 굵련 견 따 잊읊 청똥료 괸짢았서욜. 쫍앗툐 약귀쟈끼함꿰 잊쓿 컸땁 잊음면^^ 욹린돐 캐쿳했교 팡됴 텝륀셕일량 완쩐 욘똘;;; 좋았써옰. 왐윈 짢, 옥픈념, 쉰뷴중 맏긺면 댜 빌렸쭈쉬곰 좋씁니당. 쿄료납 싯대예 효컁숫학귀 탁 좋숲닌탔^^","뷰가 다한 곳에 생각보다 좁았는데, 그런 거 다 잊을 정도로 괜찮았어요. 좁아도 아기자기하게 있을 거다 있으면^^ 유리도 깨끗했고 방도 대리석이라 완전 온돌;;; 좋았어요. 와인 잔, 오프너, 신분증 맡기면 다 빌려주시고 좋습니다. 코로나 시대에 호캉스하기 딱 좋습니다^^"
TRAIN_04581,념뮤 잚 잇따 값뉘타.,너무 잘 있다 갑니다.
TRAIN_04582,"파탁 청쇼까 쫌 암쒸윤 걷 패꼲눈 전쳬져클론 많죡술려었쑵뉘따. 쥐퀀뜰툐 췬졀핫섰교, 룸성삣슬툐 좋았숲뉘따. 탐많, 뮈역쿡큰 맡슭 파쿠눈 껄 견늬하꼬 싶넬요. 효뗄 밉억쿡운 맏엎끼 힘뜬뎨 꾹뮬위 쫌 펼롤엿엊요.","바닥 청소가 좀 아쉬운 것 빼고는 전체적으로 만족스러웠습니다. 직원들도 친절하셨고, 룸서비스도 좋았습니다. 다만, 미역국은 맛을 바꾸는 걸 건의하고 싶네요. 호텔 미역국은 맛없기 힘든데 국물이 좀 별로였어요."
TRAIN_04583,쑤엉쟝 땜뮬넥 역키 얘악깼눈데 객씰 퓨 쟝냔 얀뉩닐댜.,수영장 때문에 여기 예약했는데 객실 뷰 장난 아닙니다.
TRAIN_04584,"쥬챠 편핫코, 앙폐 콩원토 넒뭏 쪼흠. 잎쥬민둘윗 찐졀했셧 돐윰토 받코 좋은 긺엌만 있턴 숙숌! 챠많 윗숱먼 윙침똔 냠쁨쮜 앉움! 문윈 싣수템위라 탕황햇췸만 친넬타 뵤뉘 펀린했움!","주차 편하고, 앞에 공원도 너무 좋음. 입주민들이 친절해서 도움도 받고 좋은 기억만 있던 숙소! 차만 있으면 위치도 나쁘지 않음! 무인 시스템이라 당황했지만 지내다 보니 편리했음!"
TRAIN_04585,"헤운탭 븃왈 각카운 커릿, 캑꿋항곳 췬졀한 써삐슥","해운대 뷰와 가까운 거리, 깨끗하고 친절한 서비스"
TRAIN_04586,칙퀀둘읨 섞빛쓰 축면옜써 졺 퓨친한 먼닢 많휘 뽀윕닒턍. 객씰 짜췌는 청걺한 졍통각 탸 쉰략수떼위엠 뷔헤토 낮프쥐 앉훈 펀윕뉘탸. 한펀츰운 끄퓌 샤옹한는 슉쇼룐눈 납프치 안앉 포윕닉닯.,직원들의 서비스 측면에서 좀 부진한 면이 많이 보입니다. 객실 자체는 청결한 정도가 타 신라스테이에 비해도 나쁘지 않은 편입니다. 한번쯤은 급히 사용하는 숙소로는 나쁘지 않아 보입니다.
TRAIN_04587,풂랴잎삣한 휠륑 쟝솖룰 짭줅쉰땀면 엌귁까 줴걱인 뜻 3쭝 부까 쟝냐닢 앞뉨,프라이빗한 힐링 장소를 찾으신다면 여기가 제격인 듯 3층 뷰가 장난이 아님 
TRAIN_04588,"빛쯔닉쓰 홋뗄윈테 빻음입 쫴알낍뉘댜. 뽁됴엣섰 묽눌 닸쿄 였눈 쑈림캬 담 틂륑콘, 살람들 텄뜨눈 쏘뤼왑 밖엥 옹톱뱌위 쏨릭, 컹쩍 솔뤼 때문엠 쟘울 못 잦쑵닛닸. 좃씩은 맏위섰찜만 답십 잃용할 겉 걋취 안숩닒타.","비즈니스 호텔인데 방음이 최악입니다. 복도에서 문을 닫고 여는 소리가 다 들리고, 사람들 떠드는 소리와 밖에 오토바이 소리, 경적 소리 때문에 잠을 못 잤습니다. 조식은 맛있었지만 다시 이용할 것 같지 않습니다."
TRAIN_04589,옻션퓨갹 긱갸 먁힙니따. 까썽피캅 넒뮤 좋훈 립쭁툭! 악입뜰을 윔한 쉬썰위 잊당먼 엶쩡 인끽까 놉얀췰 컷 갖쑵뉘탸. 훅귀엣셔 놓휴뒈엊닥교 햇눈뎨 싸실 뼝짱 껜슁텬괌 쿠께 타릍쥐 얀흖 겉 같꼬요. 요휘려 청결토는 덫 죠흖 겆 강땄숩닉따. 당움 변웨는 굘풉빽긁 갖저왔돗 될 겉 갓넸오. 갖쪽됴 좋찐만 염뉜위냐 찐굿뜰끽링 옮먼 쪼흙 걷 같씁님타.,오션뷰가 기가 막힙니다. 가성비가 너무 좋은 리조트! 아이들을 위한 시설이 있다면 엄청 인기가 높아질 것 같습니다. 후기에서 노후되었다고 했는데 사실 평창 켄싱턴과 크게 다르지 않은 것 같고요. 오히려 청결도는 더 좋은 것 같았습니다. 다음 번에는 골프백을 가져와도 될 것 같네요. 가족도 좋지만 연인이나 친구들끼리 오면 좋을 것 같습니다.
TRAIN_04590,"홑뗄링 옷랩됨여 낡운 누킴밈 잉스낯 깖격위 뷔사쥐 얀얗셥 컴뻔 깐눙핥꼬, 홑뗄 퓌폐돕 칵걱 탯뷔 꿋썽위 얄참굣 툿숙깩 온쩐 뱐갚 핥륀위 좋앝쓺.","호텔이 오래되어 낡은 느낌이 있으나 가격이 비싸지 않아서 커버 가능하고, 호텔 뷔페도 가격 대비 구성이 알차고 투숙객 온천 반값 할인이 좋았음."
TRAIN_04591,좁쉭위 맏윗곰 륨 껀딧썬위 좋앗움.,조식이 맛있고 룸 컨디션이 좋았음.
TRAIN_04592,옜낢 견묾있럇 객시륑 넓벼썹 좋음! 쬐근눼 갔걱위 념뮤 요룸 ㅠㅠ,옛날 건물이라 객실이 넓어서 좋음! 최근에 가격이 너무 오름 ㅠㅠ
